Q1_AgeBracket,Q2_HouseholdSize,Q3_DietStyle,Q4_ExerciseFreq,Q5_EcoPriority,Q6_OrdersPerWeek,Q7_OrderWindows,Q8_AvgSpendAED,Q9_TipPct,Q10_DeliveryRadiusKm,Q11_FavCuisines,Q12_SpiceLevel,Q13_AllergyFlag,Q14_PackagingSustainScore,Q15_TraceabilityInterest,Q16_MealConfiguratorUse,Q17_DynamicPricingOpinion,Q18_ZeroWasteSubscription,Q19_LoyaltyPerk,Q20_FreshnessAlertsValue,Q21_GroupCartUsage,Q22_NetPromoterScore,Q23_ChurnIntent
2,1,2,3,4,2,"Lunch,Dinner,Breakfast",116.62,7.6,4.0,"Thai,Mexican",2,0,5,4,3,2,1,2,3,2,2,3
3,1,1,1,3,3,"Dinner,Late-night",50.24,8.2,6.1,Indian,2,0,3,4,4,2,1,1,2,2,7,4
3,3,1,3,3,2,"Lunch,Breakfast",71.3,12.2,3.6,"Mediterranean,Mexican",3,0,4,2,4,3,0,1,3,4,6,4
5,4,1,3,2,1,Late-night,57.06,10.0,7.7,Japanese,3,0,3,4,3,3,2,3,4,1,8,5
2,2,1,1,3,2,"Lunch,Dinner",57.06,9.0,4.6,"Mediterranean,Mexican,Indian,Other",3,1,2,2,3,3,2,3,4,1,6,5
2,2,5,3,3,8,"Dinner,Lunch",20.12,15.9,1.0,"Other,Japanese",1,0,4,5,3,3,0,3,4,5,8,1
3,1,6,4,2,2,Breakfast,51.96,9.2,6.3,"Other,Mexican,Mediterranean",2,0,3,4,4,2,1,4,4,4,6,3
4,3,5,2,3,6,"Dinner,Late-night,Breakfast",53.46,15.5,7.3,"Mexican,Mediterranean,Thai",1,1,3,3,4,4,0,1,4,3,6,3
3,1,5,4,2,1,"Dinner,Late-night",64.62,12.4,6.0,"Other,Mexican",2,0,3,5,2,1,0,1,3,2,3,4
3,3,1,2,4,4,"Lunch,Dinner,Breakfast",99.75,15.0,4.3,"Other,Mediterranean,Indian,Japanese",1,1,5,4,2,5,0,1,3,3,5,3
3,2,6,2,3,5,"Dinner,Lunch",133.77,11.9,4.2,"Indian,Mexican",3,1,2,5,3,3,0,1,4,1,7,3
4,3,1,2,2,2,Late-night,78.07,12.7,7.5,"Other,Mexican,Indian",2,0,2,3,2,3,0,2,4,3,10,3
4,2,2,1,3,1,"Breakfast,Dinner,Late-night",74.88,15.6,7.5,"Other,Mediterranean,Mexican",2,1,4,4,2,2,2,2,3,3,10,5
3,3,1,1,3,4,"Breakfast,Dinner",99.46,7.8,4.7,Mexican,4,1,4,3,3,3,1,4,4,1,8,4
3,4,6,4,3,3,"Lunch,Dinner,Late-night",56.09,10.3,9.4,"Thai,Mediterranean",2,0,2,5,4,4,0,2,4,4,6,4
3,4,6,3,2,2,"Dinner,Late-night,Breakfast",54.06,9.1,2.8,"Indian,Japanese,Other,Mediterranean",2,0,1,2,4,1,0,1,4,1,9,5
6,1,2,2,3,3,"Breakfast,Late-night,Lunch",142.37,14.7,4.4,"Other,Mediterranean,Thai",2,0,3,3,4,3,0,2,3,2,4,5
1,3,1,1,3,2,"Breakfast,Late-night",42.89,5.9,3.1,Japanese,1,0,2,2,3,2,0,4,1,4,4,2
3,1,2,1,3,2,Dinner,56.02,9.4,2.6,"Mediterranean,Japanese,Thai",4,0,3,3,4,1,1,2,5,2,7,3
4,1,4,3,4,2,"Dinner,Breakfast",87.69,9.8,4.5,"Mexican,Indian",4,0,4,4,2,2,1,1,3,4,7,4
2,3,4,1,3,2,"Dinner,Lunch",124.58,6.2,10.1,"Mediterranean,Other",2,1,4,2,2,3,1,4,3,3,4,3
2,3,6,4,4,2,Lunch,56.73,11.1,5.5,"Japanese,Indian",1,1,4,3,4,2,2,4,2,4,6,4
3,3,1,1,2,2,"Late-night,Dinner",65.14,12.8,3.1,Mexican,2,1,1,3,4,5,2,4,3,4,5,4
6,4,2,2,3,3,"Breakfast,Dinner",37.88,13.8,6.6,Indian,2,0,4,5,4,4,0,2,5,1,2,3
4,2,1,1,2,3,"Late-night,Lunch",95.05,3.4,6.5,Other,2,0,3,4,2,3,2,3,4,2,6,5
3,2,2,1,2,5,"Late-night,Breakfast",66.28,12.2,5.4,"Thai,Japanese,Mediterranean",3,1,2,3,3,4,2,1,3,5,5,4
3,2,3,3,4,2,Breakfast,59.45,8.5,8.5,Japanese,4,0,4,5,3,3,1,4,3,1,8,3
4,1,2,2,3,1,"Lunch,Breakfast",58.23,9.0,6.7,"Thai,Indian",2,0,4,3,4,5,1,2,4,4,7,3
4,3,4,3,3,1,Dinner,36.04,2.3,3.5,"Mexican,Indian,Other,Thai",3,0,2,4,5,1,0,2,2,3,9,3
3,4,5,2,2,4,"Late-night,Breakfast",49.6,13.3,6.5,"Other,Thai",2,0,1,2,1,3,0,2,3,4,4,4
4,3,5,1,4,3,"Late-night,Lunch,Breakfast",83.97,15.0,4.3,Mediterranean,4,0,3,4,2,3,2,3,2,2,8,5
3,1,6,2,4,2,Breakfast,35.62,12.4,10.1,"Thai,Japanese,Indian",1,0,3,2,4,3,1,2,4,1,4,5
4,2,3,3,5,2,Dinner,90.58,11.3,4.0,Other,3,0,5,3,5,3,0,4,1,3,6,5
5,3,1,1,3,1,"Dinner,Breakfast,Late-night",85.85,15.5,7.2,Thai,3,0,2,3,5,5,0,2,5,1,6,3
1,1,1,3,3,3,"Dinner,Late-night",66.87,10.4,11.2,"Mexican,Mediterranean,Indian,Thai",3,0,4,3,1,2,0,4,3,3,10,4
4,2,3,4,5,2,"Dinner,Late-night",89.17,12.8,10.5,"Indian,Thai",2,0,5,4,4,2,0,2,4,1,5,4
4,1,1,1,3,3,Late-night,98.96,13.5,6.8,"Thai,Indian,Mediterranean",2,0,2,2,4,2,0,1,3,3,7,4
3,2,3,3,1,1,"Lunch,Dinner",44.88,8.9,7.3,"Mediterranean,Indian",2,0,1,2,3,3,2,3,4,5,6,3
3,4,1,1,3,4,Breakfast,72.75,9.2,5.3,"Other,Mediterranean",3,1,2,5,4,4,2,3,3,3,5,5
3,3,3,2,3,2,"Breakfast,Lunch",58.71,10.1,9.4,"Mexican,Thai,Indian",2,0,3,3,2,4,1,2,3,3,5,3
2,2,3,2,4,4,"Lunch,Late-night,Breakfast",37.83,10.5,4.4,"Indian,Mediterranean,Other,Thai",3,1,3,4,4,2,0,4,1,4,10,1
6,2,1,1,3,3,"Lunch,Breakfast",56.72,8.2,7.1,"Thai,Japanese,Mediterranean",3,0,3,3,1,4,0,1,5,1,6,2
4,1,2,1,3,4,"Late-night,Lunch",51.69,13.0,9.0,"Japanese,Mediterranean,Indian,Mexican",4,1,4,4,1,3,1,1,3,1,7,1
1,4,6,3,3,4,"Dinner,Late-night",26.69,15.7,4.4,"Japanese,Mediterranean",3,0,4,4,3,3,1,3,4,3,5,4
5,2,6,2,4,5,"Dinner,Breakfast,Late-night",76.19,18.7,6.1,"Mediterranean,Mexican,Other,Japanese",3,0,5,5,4,2,2,1,2,2,6,3
4,2,1,1,3,6,"Late-night,Dinner,Lunch",98.63,6.8,7.6,"Japanese,Mexican,Thai,Other",2,0,3,3,2,3,0,4,3,4,10,4
5,1,4,4,3,3,Breakfast,70.55,7.7,8.8,"Thai,Indian,Japanese",4,0,3,4,3,1,2,1,5,1,7,5
4,2,1,1,4,7,Lunch,80.88,4.6,8.2,Indian,2,0,4,3,2,4,1,2,3,2,3,4
3,2,1,1,2,4,Dinner,41.16,9.6,3.6,"Japanese,Mediterranean",4,0,1,4,2,4,0,2,3,4,7,3
3,1,5,3,3,1,"Late-night,Dinner,Breakfast",59.53,5.9,3.3,"Thai,Mexican",2,0,2,4,3,3,1,3,3,4,6,4
3,1,2,1,4,8,"Breakfast,Lunch,Dinner",55.37,1.0,9.4,"Other,Mediterranean,Indian,Japanese",1,1,4,5,3,4,2,2,5,5,8,5
5,4,1,1,2,3,"Dinner,Late-night,Breakfast",53.26,9.3,7.4,"Indian,Thai,Mexican",1,0,2,2,2,2,0,2,4,2,3,3
3,1,3,2,4,3,"Dinner,Lunch",46.05,13.5,6.1,"Japanese,Mexican,Other",2,0,5,5,3,3,2,2,4,1,9,3
2,1,1,1,3,1,Breakfast,62.4,16.8,7.0,"Indian,Thai",2,0,2,3,4,3,0,4,4,2,9,4
6,2,1,2,4,3,"Lunch,Breakfast",70.21,15.3,8.1,"Thai,Other,Mediterranean,Japanese",2,0,5,3,2,1,2,4,4,1,5,4
4,3,4,3,5,4,Lunch,94.22,15.7,6.4,"Other,Japanese,Indian",4,0,5,2,4,3,2,3,3,3,6,4
5,2,2,2,3,1,"Breakfast,Late-night",72.93,4.3,7.7,Indian,1,0,4,5,4,4,0,1,4,1,6,5
3,2,3,2,4,3,"Late-night,Breakfast,Dinner",135.07,9.8,5.8,"Indian,Other",4,0,3,4,3,4,0,1,4,3,6,3
2,3,1,2,3,2,Late-night,38.22,9.0,4.0,"Japanese,Mediterranean,Other,Thai",2,1,2,5,4,2,0,1,2,2,5,2
5,2,2,1,4,2,Late-night,34.19,12.6,4.1,Mexican,3,0,3,2,2,3,2,1,3,3,6,5
3,1,4,1,3,5,"Lunch,Breakfast,Late-night",43.65,15.4,3.9,"Japanese,Other",3,0,4,4,2,4,0,1,4,3,2,4
5,4,3,2,5,2,Dinner,77.08,9.4,9.1,Mediterranean,3,0,4,3,3,3,2,1,3,5,7,4
3,1,1,1,3,3,Late-night,41.05,16.3,6.0,"Indian,Japanese,Mediterranean",3,0,3,3,1,2,1,2,5,3,8,3
4,2,6,3,5,2,"Breakfast,Dinner",34.69,13.7,5.6,Japanese,1,0,5,5,3,4,1,4,3,4,6,4
3,2,6,3,2,1,"Breakfast,Late-night,Dinner",74.31,14.6,7.3,"Mediterranean,Thai,Mexican,Indian",3,1,1,1,2,3,2,1,3,5,9,4
2,1,1,4,3,1,Breakfast,16.47,12.1,7.8,"Mediterranean,Mexican",1,1,3,2,2,5,2,4,3,3,7,5
3,3,6,4,3,3,"Breakfast,Late-night",66.22,4.0,7.0,"Thai,Mediterranean",3,0,3,5,4,2,1,1,3,2,9,3
2,1,2,3,3,1,"Lunch,Dinner,Late-night",24.59,8.5,6.7,"Indian,Thai,Mexican",2,0,4,3,4,2,1,1,4,1,8,4
5,3,2,2,4,2,"Lunch,Late-night,Dinner",63.63,0.0,5.2,"Japanese,Other,Mediterranean,Mexican",2,1,3,2,1,2,2,4,4,4,4,5
3,2,2,1,2,2,"Lunch,Late-night,Breakfast",92.96,8.7,7.6,"Thai,Mediterranean,Mexican",2,0,2,4,3,2,0,1,4,3,10,3
2,4,1,1,5,3,"Dinner,Late-night,Lunch",101.15,12.2,5.5,"Indian,Other,Mediterranean",2,0,5,4,3,2,2,2,4,2,6,4
5,1,2,4,4,4,"Lunch,Dinner",59.73,15.8,6.0,"Japanese,Thai,Other",1,0,3,3,4,2,1,4,2,4,7,3
3,2,6,3,4,3,"Late-night,Dinner,Breakfast",138.59,10.3,5.8,Thai,1,1,5,3,5,4,2,1,4,1,6,5
3,2,1,1,3,4,"Lunch,Late-night",50.17,10.8,5.3,Mexican,4,0,2,4,4,1,0,1,1,4,4,3
2,1,1,1,3,5,Lunch,36.14,13.5,10.3,"Mexican,Indian,Japanese",1,0,4,5,2,2,0,2,3,1,7,3
4,1,3,3,4,1,"Breakfast,Lunch",87.19,14.2,4.8,"Japanese,Thai,Other",2,1,4,1,3,3,2,2,2,5,5,4
6,1,6,2,4,3,"Breakfast,Lunch,Late-night",124.99,9.5,9.0,"Thai,Mediterranean,Mexican,Japanese",3,0,3,3,5,3,0,3,3,3,2,4
3,3,1,1,2,2,"Breakfast,Dinner,Lunch",53.12,11.3,6.4,"Other,Mediterranean,Japanese,Mexican",3,0,1,5,3,4,2,1,3,3,6,4
3,1,1,1,3,1,Late-night,54.29,5.3,10.3,"Mediterranean,Japanese",2,1,3,2,3,3,2,4,3,4,8,4
5,3,1,1,2,1,"Dinner,Late-night,Breakfast",74.61,5.5,4.0,Thai,3,0,3,4,2,3,0,1,4,4,9,2
2,2,6,3,5,8,"Dinner,Late-night,Lunch",74.67,15.0,7.2,Mediterranean,3,0,5,5,5,1,2,3,3,4,7,5
4,1,1,2,3,4,"Breakfast,Lunch,Dinner",83.14,8.2,7.0,Other,2,1,2,4,3,5,2,4,3,3,3,5
5,2,1,1,2,1,"Breakfast,Dinner,Lunch",98.2,7.1,4.5,Other,1,0,2,1,4,3,0,4,2,3,4,3
4,2,6,3,1,2,"Late-night,Dinner,Lunch",28.88,12.2,4.5,"Indian,Japanese,Mediterranean,Other",3,1,2,3,4,4,0,3,2,2,5,3
4,4,1,1,3,1,"Late-night,Dinner,Lunch",30.15,18.0,3.8,"Indian,Japanese,Other,Thai",1,0,4,4,3,4,0,2,5,3,7,4
5,2,2,2,3,2,"Late-night,Lunch",199.45,4.2,4.8,"Japanese,Mediterranean,Other,Indian",4,0,4,5,4,3,0,4,3,3,5,2
3,2,6,3,4,2,"Breakfast,Dinner,Lunch",48.33,6.7,7.2,"Thai,Indian",2,0,5,4,4,3,1,1,3,3,7,5
4,3,1,1,3,2,"Late-night,Lunch,Breakfast",63.57,7.3,8.5,"Indian,Japanese",3,0,2,4,2,4,0,4,3,3,3,4
4,3,2,1,5,24,"Breakfast,Dinner,Late-night",268.9,100.0,18.9,"Thai,Indian",1,0,4,3,4,5,2,1,2,2,6,4
3,4,5,1,4,4,"Late-night,Dinner,Breakfast",77.01,6.0,3.3,"Mediterranean,Other,Mexican",1,1,4,5,1,4,2,4,3,1,6,3
3,3,5,1,3,7,Breakfast,80.28,11.4,5.6,"Mexican,Thai,Japanese",3,0,4,3,3,2,0,2,4,5,8,3
2,2,2,1,3,4,Dinner,54.84,3.3,6.8,"Thai,Mediterranean",4,0,3,2,4,3,0,2,4,1,8,3
6,1,2,1,2,3,"Lunch,Dinner,Late-night",60.35,8.6,7.2,"Indian,Thai",4,1,1,4,4,2,1,4,5,3,6,4
4,2,1,3,3,4,"Dinner,Late-night",38.49,11.4,8.9,"Indian,Mexican",3,0,3,2,2,4,0,4,3,1,8,3
4,1,3,3,2,2,"Dinner,Late-night,Lunch",51.73,11.9,7.0,Thai,1,1,2,3,2,3,0,4,4,4,5,3
5,1,1,3,3,2,"Late-night,Breakfast",58.39,8.7,5.0,"Other,Mexican,Indian",2,0,4,2,4,2,0,2,3,5,6,4
2,3,1,2,5,4,"Lunch,Late-night,Dinner",54.99,7.9,7.7,Japanese,1,0,4,5,3,4,0,1,5,2,5,2
4,3,3,2,3,1,"Dinner,Breakfast,Late-night",20.61,1.1,9.6,"Indian,Thai",2,1,3,4,2,3,1,4,3,2,4,4
3,4,1,1,1,2,"Late-night,Breakfast",42.38,7.7,6.7,"Other,Indian,Thai",1,0,2,3,2,3,0,1,4,5,7,3
4,2,1,1,4,1,"Dinner,Late-night",82.32,7.3,4.2,"Thai,Indian,Japanese",3,0,3,4,3,3,1,4,3,3,6,4
3,2,2,2,3,1,Lunch,93.66,9.4,4.0,Thai,2,0,2,4,4,4,0,1,4,3,3,4
3,3,6,1,3,3,Breakfast,42.32,5.1,6.0,"Japanese,Mediterranean",3,0,4,5,4,1,1,4,2,1,7,4
5,2,1,1,3,1,"Dinner,Lunch",82.19,8.1,5.5,"Japanese,Thai",2,0,3,4,2,2,1,1,3,4,7,3
2,2,1,2,1,1,Lunch,38.76,4.9,6.0,"Other,Indian,Thai,Mediterranean",2,0,1,4,4,3,1,2,3,3,7,5
3,3,5,3,4,4,Lunch,67.41,9.2,7.9,"Japanese,Other,Thai,Indian",2,0,3,5,3,3,0,4,3,4,4,2
5,1,1,1,3,1,"Late-night,Breakfast,Dinner",38.67,5.0,5.8,"Thai,Japanese,Indian",2,0,4,3,2,3,0,1,3,1,7,3
2,3,6,4,4,3,"Dinner,Late-night",39.43,8.9,6.2,Mediterranean,2,0,5,4,5,4,1,4,2,3,5,3
2,2,4,1,5,1,"Dinner,Lunch,Late-night",73.42,17.9,4.8,"Thai,Indian,Japanese",1,0,4,3,3,2,2,1,2,1,8,3
2,3,1,1,3,2,Late-night,62.37,8.2,6.1,Japanese,1,0,2,5,3,2,0,1,3,3,7,3
4,2,1,1,2,1,"Breakfast,Late-night,Lunch",49.32,12.4,7.3,"Other,Indian,Japanese,Mediterranean",1,0,2,3,4,2,0,1,4,1,5,2
4,2,1,1,2,4,Breakfast,92.78,12.0,8.6,"Japanese,Other,Indian,Mexican",1,0,1,3,3,2,0,3,3,1,7,3
6,1,1,2,3,1,Late-night,146.46,7.0,7.7,"Indian,Thai",2,1,3,3,4,3,1,1,5,1,7,4
4,2,2,2,2,1,"Breakfast,Late-night,Lunch",58.61,11.0,6.3,"Mediterranean,Indian,Thai,Japanese",2,1,3,2,5,4,0,1,5,1,8,4
3,3,6,2,4,9,"Late-night,Breakfast",55.84,4.4,7.5,"Mexican,Other,Mediterranean,Thai",2,1,4,4,2,4,0,1,2,3,3,2
3,1,2,1,2,5,"Dinner,Late-night",74.32,4.4,4.9,"Indian,Mediterranean",2,0,3,2,5,3,1,3,5,1,9,5
3,4,1,1,3,1,"Lunch,Breakfast,Dinner",48.19,9.5,4.0,"Indian,Thai",2,0,3,3,5,2,0,2,2,4,7,4
5,2,6,3,2,2,Dinner,24.58,7.2,2.3,Other,3,0,1,4,4,4,0,2,2,4,7,4
4,3,3,2,4,1,"Late-night,Dinner,Breakfast",96.97,3.8,8.7,"Other,Indian,Japanese",2,1,4,5,2,5,0,1,3,2,8,4
3,3,3,1,3,2,Breakfast,58.13,3.6,9.8,Mediterranean,3,0,3,2,3,2,1,4,2,3,7,4
3,3,1,1,3,2,"Lunch,Breakfast",84.06,0.0,5.1,"Japanese,Mediterranean,Mexican,Other",3,1,2,4,3,2,0,3,4,5,7,3
3,4,4,1,4,3,"Dinner,Late-night",65.59,18.9,6.9,"Thai,Other",3,1,3,4,3,5,2,2,4,3,3,5
4,3,5,2,3,3,Dinner,33.67,8.5,4.1,"Mediterranean,Indian,Japanese",3,0,4,3,4,4,1,1,4,1,8,5
6,1,1,1,3,2,"Breakfast,Dinner,Late-night",43.3,8.7,5.4,"Other,Indian,Mediterranean,Japanese",3,0,2,2,3,4,1,4,2,3,8,3
4,3,6,4,2,25,Lunch,240.05,100.0,21.3,"Other,Indian,Mexican",2,0,2,3,3,3,1,2,4,3,7,3
4,2,5,3,3,1,"Breakfast,Dinner,Lunch",26.94,11.3,8.2,"Thai,Other,Indian,Mediterranean",2,0,2,2,3,3,1,4,5,3,9,3
6,2,1,1,2,3,Late-night,48.02,18.6,6.5,"Japanese,Thai,Other,Mediterranean",3,0,1,4,5,2,1,3,3,3,9,3
3,2,4,3,3,8,"Breakfast,Lunch",101.07,0.0,5.1,"Mediterranean,Thai,Indian",3,0,4,2,4,3,1,1,3,3,5,4
4,1,4,2,4,3,Dinner,83.3,9.7,6.3,"Japanese,Thai,Indian,Other",3,0,5,3,3,4,1,1,3,3,7,3
1,3,1,4,4,6,"Late-night,Dinner,Breakfast",33.82,12.1,5.4,"Japanese,Indian",2,0,3,2,2,3,1,3,3,3,4,5
4,2,4,1,3,2,Dinner,57.33,6.0,6.8,"Mediterranean,Japanese,Indian,Other",2,0,2,2,3,2,1,1,4,3,6,3
3,3,1,2,3,4,"Dinner,Lunch",89.23,2.1,6.2,Indian,1,0,4,4,3,2,1,1,3,3,6,3
5,2,3,1,3,1,"Breakfast,Dinner",46.72,21.6,4.7,Thai,1,0,4,5,2,4,0,2,3,1,7,4
4,4,2,1,4,2,Dinner,67.95,7.6,6.8,"Mediterranean,Indian",4,0,4,3,3,5,0,2,3,3,7,3
6,1,5,3,4,1,"Lunch,Dinner,Late-night",38.45,9.6,5.6,Other,3,0,4,4,2,3,2,1,2,3,5,4
3,1,5,1,2,4,"Breakfast,Lunch",36.08,4.1,8.6,"Japanese,Mediterranean,Thai,Other",4,1,2,3,5,4,1,2,3,3,5,5
2,2,5,4,5,1,"Lunch,Dinner",30.96,11.7,8.3,Thai,1,0,5,3,5,3,1,1,3,4,6,4
5,3,5,3,3,1,"Breakfast,Dinner",138.79,14.1,3.9,Mediterranean,2,1,2,3,4,3,0,2,4,1,4,5
2,1,3,2,4,6,Breakfast,54.02,5.0,6.5,"Mexican,Mediterranean,Japanese,Other",1,0,4,3,4,5,1,2,3,2,4,3
3,1,4,2,4,5,"Dinner,Lunch",63.78,9.7,8.5,"Thai,Japanese,Other",1,0,3,3,4,1,0,1,4,2,8,5
4,1,5,3,2,2,Dinner,75.88,6.5,4.6,"Other,Japanese,Indian",3,1,2,3,3,1,0,1,4,3,10,3
3,3,4,4,4,3,"Breakfast,Dinner,Late-night",32.35,11.6,4.9,"Mediterranean,Thai",1,0,4,1,3,4,0,3,5,3,5,4
2,2,1,1,3,2,"Late-night,Lunch,Dinner",25.12,4.6,7.9,Japanese,1,0,4,5,4,3,2,3,3,1,6,5
1,2,2,3,4,2,"Breakfast,Dinner",49.31,22.0,8.5,Mexican,3,0,5,5,3,2,1,1,3,3,7,2
3,3,3,1,5,1,"Breakfast,Lunch,Dinner",47.52,16.6,7.2,Thai,2,0,5,4,3,2,2,1,4,3,7,5
3,2,2,1,5,2,Dinner,56.19,15.9,3.5,Mediterranean,2,0,4,4,3,2,2,1,3,4,10,5
4,1,4,4,3,1,"Breakfast,Lunch,Dinner",34.7,16.6,4.4,"Mexican,Mediterranean,Thai",2,0,2,3,4,4,0,1,1,3,2,4
2,3,1,1,2,3,Breakfast,36.88,16.7,6.3,"Mexican,Thai,Mediterranean",1,0,3,2,1,2,2,1,3,3,5,4
2,1,6,3,3,5,Dinner,63.57,11.6,7.2,"Indian,Mexican,Thai",2,1,4,3,4,2,1,4,3,3,6,3
6,2,6,2,2,1,"Late-night,Dinner",27.82,11.4,4.6,Japanese,3,0,3,3,4,3,1,3,4,1,3,4
2,2,5,3,3,7,Late-night,71.63,2.6,3.9,"Mediterranean,Thai",2,1,2,4,2,2,0,2,3,1,4,2
2,1,1,4,5,1,"Lunch,Dinner",55.29,15.3,6.7,"Japanese,Mexican",1,0,5,2,3,2,2,1,4,2,5,3
2,4,1,1,2,3,"Dinner,Breakfast,Lunch",66.03,8.2,6.9,Other,1,0,3,4,3,1,0,3,2,4,7,3
4,3,1,1,4,26,Late-night,283.47,100.0,20.7,"Mediterranean,Japanese,Thai,Indian",2,1,5,3,3,4,2,2,3,1,6,4
4,3,4,1,5,7,Lunch,125.09,10.7,6.2,Mediterranean,2,1,5,4,2,3,1,1,5,2,3,5
3,3,6,4,2,2,Late-night,72.83,9.2,4.9,"Indian,Other,Mexican",1,0,3,4,4,4,0,3,2,3,4,2
4,4,1,4,3,2,"Late-night,Breakfast",55.37,5.1,6.0,"Indian,Thai,Other,Japanese",1,0,3,4,2,1,0,2,2,3,5,2
2,3,1,1,1,9,"Dinner,Breakfast",32.59,3.5,5.7,"Other,Thai,Indian,Japanese",1,1,1,3,2,1,1,4,4,5,8,2
4,5,5,2,2,1,"Lunch,Dinner",72.76,5.2,5.3,"Japanese,Thai",1,0,3,3,4,4,2,1,3,1,4,3
4,2,2,1,4,5,"Breakfast,Late-night,Dinner",95.49,13.4,7.5,"Japanese,Other,Mediterranean",2,1,5,3,2,3,2,1,2,3,7,4
2,2,1,4,4,1,"Breakfast,Dinner,Lunch",47.18,14.7,6.7,"Mediterranean,Indian",2,0,5,3,3,2,2,1,4,5,8,5
3,1,3,2,3,1,"Breakfast,Lunch,Late-night",56.06,4.9,2.7,"Other,Mexican,Japanese",2,0,4,4,3,5,0,4,3,1,6,3
4,2,5,2,4,4,"Breakfast,Late-night,Dinner",57.2,10.2,8.3,"Other,Thai",2,0,4,4,2,3,2,1,4,3,7,5
2,1,5,3,2,4,Lunch,40.66,7.1,8.3,"Mexican,Thai",4,1,2,3,4,2,0,4,3,1,7,4
3,2,1,1,4,4,"Late-night,Dinner,Lunch",32.78,8.0,5.3,"Mediterranean,Mexican,Other,Thai",1,0,5,3,3,4,2,4,5,3,8,5
3,3,5,2,2,6,Lunch,46.63,6.4,6.8,"Japanese,Mediterranean",2,0,1,2,3,2,0,4,5,2,5,1
3,1,6,4,3,5,"Breakfast,Dinner",57.09,16.2,6.0,"Other,Indian,Japanese,Thai",2,0,4,4,3,4,1,1,3,4,10,3
6,2,3,1,5,1,"Lunch,Dinner,Late-night",71.54,11.3,7.6,"Other,Japanese,Thai,Mediterranean",3,0,4,4,4,3,2,3,4,3,7,3
5,1,3,1,3,1,"Dinner,Late-night,Lunch",79.79,14.6,8.1,"Indian,Japanese,Other,Mexican",3,1,3,3,2,3,1,4,2,5,5,5
2,3,3,3,3,2,"Breakfast,Late-night,Dinner",90.14,11.6,5.0,Japanese,2,0,4,4,3,2,1,1,4,1,7,3
6,4,4,3,4,1,Lunch,131.34,10.9,8.3,"Other,Thai,Japanese",2,1,5,3,4,3,2,2,5,4,8,4
3,3,1,2,4,5,"Breakfast,Dinner,Lunch",35.45,14.6,6.3,Japanese,1,0,3,4,2,2,2,2,4,3,10,2
3,3,5,3,3,5,"Lunch,Dinner",83.82,5.6,3.4,Indian,1,0,2,4,3,4,0,1,4,5,6,2
4,1,1,2,2,2,Breakfast,43.61,7.7,6.3,"Mediterranean,Thai,Mexican",2,0,2,4,4,2,0,1,4,1,4,3
3,3,1,3,2,1,Breakfast,79.1,13.6,3.7,"Other,Mediterranean",2,0,1,4,4,3,1,1,2,3,6,4
4,1,2,1,3,2,"Lunch,Dinner,Breakfast",35.29,14.0,7.0,"Mexican,Mediterranean,Indian,Japanese",1,0,2,4,4,3,2,1,3,1,10,5
3,1,1,1,3,4,Late-night,67.23,4.7,7.9,"Mexican,Mediterranean,Japanese",2,0,2,5,4,2,0,2,4,4,2,3
4,2,2,1,3,11,Lunch,94.37,11.9,6.2,Other,4,1,3,2,4,4,0,4,3,3,5,3
4,2,2,3,4,2,"Breakfast,Dinner",39.08,7.2,5.1,"Indian,Japanese,Thai",1,0,5,1,3,5,2,2,3,4,4,3
4,2,5,1,3,1,"Dinner,Late-night",26.0,9.5,3.5,"Japanese,Mexican,Other",4,0,4,4,3,3,0,4,3,4,8,4
5,3,6,3,3,8,"Dinner,Breakfast",138.14,8.5,6.2,"Mediterranean,Mexican",2,0,3,5,2,3,0,3,4,2,5,3
4,1,1,1,2,2,"Breakfast,Dinner,Lunch",39.98,5.0,8.1,"Other,Mexican,Mediterranean,Indian",3,0,3,4,2,4,1,2,2,3,5,1
3,3,5,1,2,2,Late-night,36.31,3.3,6.6,"Indian,Thai,Mexican",2,0,2,3,2,4,1,2,4,2,7,4
4,3,1,4,4,1,"Dinner,Breakfast,Lunch",88.01,3.0,5.3,Other,3,1,4,3,5,4,2,1,3,3,3,4
4,2,1,1,3,4,"Breakfast,Dinner",60.34,12.6,4.4,"Mediterranean,Japanese,Mexican",3,1,4,4,5,4,2,2,3,2,5,5
3,2,3,3,4,2,"Breakfast,Lunch",83.97,7.3,3.1,"Mexican,Indian",1,0,4,5,1,5,2,1,2,1,6,4
2,3,5,2,4,2,Lunch,50.97,0.0,5.6,"Japanese,Mexican,Indian",1,0,3,3,2,4,0,4,4,4,9,4
4,1,1,2,3,2,"Breakfast,Lunch,Late-night",38.81,12.4,9.5,"Mediterranean,Other,Japanese,Indian",2,0,2,4,3,2,0,1,4,3,5,3
3,3,6,2,2,3,Late-night,99.58,9.3,4.3,Japanese,2,1,3,5,3,4,1,2,4,3,10,3
5,1,3,2,3,3,"Dinner,Breakfast,Lunch",68.2,4.2,4.9,"Other,Indian",1,0,2,4,2,3,0,2,5,1,4,4
5,4,3,4,3,1,Breakfast,179.36,10.5,6.7,Mediterranean,1,0,3,3,2,3,1,1,3,5,5,3
2,1,1,1,3,7,Late-night,46.78,12.9,8.5,"Indian,Japanese,Thai",1,0,2,4,2,2,1,1,4,3,5,4
